"name","id","dttm"
"SWIFT_20200319_082018.wav","139laRMRTxCqohVT2a34nGRxQtjx7-SMM",2020-03-19 08:20:18
"SWIFT_20200319_081404.wav","1LQVZVN4qcAlv9t0FI3_T1g3wo7wdZWlA",2020-03-19 08:14:04
"SWIFT_20200319_080836.wav","1enD42wrUXHgnAiebSuorpiL5aRrzyq4j",2020-03-19 08:08:36
"SWIFT_20200319_080205.wav","14JBGIg0VyoXM2ATsGob0lAFt5Uk5FtQ_",2020-03-19 08:02:05
"SWIFT_20200319_075714.wav","1Es2QRClZOtXj3Fs7M2_LG-5pDXNCN79J",2020-03-19 07:57:14
"SWIFT_20200319_075133.wav","10SB9ZIb2QorAIQi9Eg0CUP4mD2vPo1at",2020-03-19 07:51:33
"SWIFT_20200319_074701.wav","1KnrHazupyzZgrTc0mDiRwxkqaGM5G2br",2020-03-19 07:47:01
"SWIFT_20200319_074255.wav","1NtrDUs6lUrqqMpOk9b4Q4XDeq5_b4BZe",2020-03-19 07:42:55
"SWIFT_20200319_073738.wav","1ZS-2nxAq_AEE6rFYyppVEzQqN47lWDJN",2020-03-19 07:37:38
"SWIFT_20200319_073257.wav","1Tf3JkQjPUfbU8Uer31KlxxjiwynCSajD",2020-03-19 07:32:57
"SWIFT_20200319_072915.wav","1ieQwzwTEoxMHR-k9r7dVoq5w8Qw_urh3",2020-03-19 07:29:15
"SWIFT_20200319_072550.wav","1r8MlCW9YCEuT3kApIlE_pk0WOOoPPj4R",2020-03-19 07:25:50
"SWIFT_20200319_072231.wav","1lqgOD8rca5traJjMo2exVVK3hIjs8skF",2020-03-19 07:22:31
"SWIFT_20200319_071907.wav","17ZzGxp5m9cMnKMGkVC538db4rpTdS05v",2020-03-19 07:19:07
"SWIFT_20200319_071549.wav","1JUxmN9fO6u9egza5dU1XzMFp__2Bz2wb",2020-03-19 07:15:49
"SWIFT_20200319_071249.wav","1uoSzxZxGG_r9uI9_q9EZbYV-_8DsBrRa",2020-03-19 07:12:49
"SWIFT_20200319_070955.wav","1NjqPZBQVvkA0YhMLI1zrKdWqR3zzKliu",2020-03-19 07:09:55
"SWIFT_20200319_070657.wav","1N-wJXGjMugu0N7a6PfpToUluXQAejc5g",2020-03-19 07:06:57
"SWIFT_20200319_070406.wav","1K0jx_PnBvusdm4yrnAunnM12621l5f0I",2020-03-19 07:04:06
"SWIFT_20200319_070111.wav","1WfQrdR2TGtKT8G0BEck9bBjTdligyFN_",2020-03-19 07:01:11
"SWIFT_20200319_065823.wav","1ys89MmVXQkKOiEMCMo-n9bN3xrOz-oAM",2020-03-19 06:58:23
"SWIFT_20200319_060000.wav","1yqDvOzI5LVl9JjW4H7gmgCjUblj6Am61",2020-03-19 06:00:00
"SWIFT_20200319_010000.wav","13hBynS7VCxPsB5z9h1t9iJt4D7mbFUL_",2020-03-19 01:00:00
"SWIFT_20200318_150000.wav","1yquM8NGy8YNNbvMhCjWoP49IstKit0Fj",2020-03-18 15:00:00
"SWIFT_20200318_060000.wav","1bJzPWWKoz-4Abht0759SF7phbOOhCnEy",2020-03-18 06:00:00
"SWIFT_20200318_010000.wav","1Hvq4617HjF4h0esljXtUZfAGmsDsa48O",2020-03-18 01:00:00
"SWIFT_20200317_150000.wav","1dvzC4ECpPuhFvEVLZfWe64PRpIkBeXsG",2020-03-17 15:00:00
"SWIFT_20200317_060000.wav","1quQlNwXGn07dVS0YJdqYwBcOd4OdETA7",2020-03-17 06:00:00
"SWIFT_20200317_010000.wav","1KQRDJnRImhnQdtuE8pUNFUAOK0ZzODGR",2020-03-17 01:00:00
"SWIFT_20200316_150000.wav","1rxtRHmS56QOoHbm9aTGpVtGTQ9XDQmAW",2020-03-16 15:00:00
"SWIFT_20200316_060000.wav","1U-RTSufBuXxYYkOCjppAToQbpdBYOqBi",2020-03-16 06:00:00
"SWIFT_20200316_010000.wav","1VdI0CdGdvuVzP5Qjor3cydHkr99dhWBM",2020-03-16 01:00:00
"SWIFT_20200315_150000.wav","1MRMjmyALuwTnjkXGM7nSHXIS9finDa4G",2020-03-15 15:00:00
"SWIFT_20200315_060000.wav","1X2VYtf_2OKbyBad16nOEyyFb3qcm7U1p",2020-03-15 06:00:00
"SWIFT_20200315_010000.wav","1waTDdYNLJcktr7VoDJEIz0R3qjhxUqHP",2020-03-15 01:00:00
"SWIFT_20200314_150000.wav","1tkkNDikV6vz2R5WBCHXWZGXuedHep4i_",2020-03-14 15:00:00
"SWIFT_20200314_060000.wav","1JTNcgkNiFBD6rjyMV8GxpSLnuKt4cAhf",2020-03-14 06:00:00
"SWIFT_20200314_010000.wav","1npCCDKNZBF-GOzf1i2Pp_bn76UCCP7hc",2020-03-14 01:00:00
"SWIFT_20200313_150000.wav","1WUzQCSmFj-lZ8JOWbMKWzevQ9priWskA",2020-03-13 15:00:00
"SWIFT_20200313_060000.wav","1uEsyB649ruXBUUb2ybBxbmtJIZIPPGWF",2020-03-13 06:00:00
"SWIFT_20200313_010000.wav","1gj2vtpOESs7Wdbqhq54q3jsF5AcY-uB7",2020-03-13 01:00:00
"SWIFT_20200312_150000.wav","10klKmnf7QScFkkufiD76ze0JJcHgS7IZ",2020-03-12 15:00:00
"SWIFT_20200312_060000.wav","12hTicPCvU1VF-_g8mD5vyZcmvbts-ZiY",2020-03-12 06:00:00
"SWIFT_20200312_010000.wav","1M2MwzNC-HzyntG0Qlypixs7NHavgCAC9",2020-03-12 01:00:00
"SWIFT_20200311_150000.wav","1CaZesFtaht5rlolK0GIGKPdGsgZDyx1w",2020-03-11 15:00:00
"SWIFT_20200311_060000.wav","1VqmhyvlIzhm-claHUMNI1FJsp5pvlsP6",2020-03-11 06:00:00
"SWIFT_20200311_010000.wav","1WotZN3dvtdNcW4_re5B-nFrvo-BDqVRY",2020-03-11 01:00:00
"SWIFT_20200310_150000.wav","1V4rOhWnERLSnW_OrsFbQi_5P8CtoPVW0",2020-03-10 15:00:00
"SWIFT_20200310_060000.wav","1UtfftZhLTeiu_6NR6FqIYm3OuLiEHzwd",2020-03-10 06:00:00
"SWIFT_20200310_010000.wav","16kIw4Ht5YHaQlyQ7OsaYt9ZeJOTDxgCd",2020-03-10 01:00:00
"SWIFT_20200401_015412.wav","1JockXKtRz421bXoi-6jgIzOCw149MZ-r",2020-04-01 01:54:12
"SWIFT_20200401_014742.wav","1DN8W0MIv8OUTevhGILg1wpSDtvLTLFy-",2020-04-01 01:47:42
"SWIFT_20200401_013947.wav","1HH2f8wtYP9YkmPCxnr0nP5iyIdqPQxIx",2020-04-01 01:39:47
"SWIFT_20200401_013309.wav","1B8_H478jgsW9DLFWMhrI3vSCUdj5Q9VZ",2020-04-01 01:33:09
"SWIFT_20200401_012917.wav","1TaNopIhDmEFepug2OycIYx7Bn3nzn3EK",2020-04-01 01:29:17
"SWIFT_20200401_012442.wav","1QFASq2UVUzauHxwBddg4mlUPjgNdOs2f",2020-04-01 01:24:42
